Model,Scenario,Region,Variable,Unit,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,Notes
IIASA GDP,SSP4,CMR,GDP|PPP,billion US$2005/yr,34.1179935166404,40.6459642699943,46.6065789039007,53.9942830818385,62.8568698524174,73.038301630875,84.1597431622275,96.2060618808942,109.268204721331,123.697928988925,139.690734034449,157.228076723395,176.274364420063,196.568240534384,218.167993552459,241.25954313456,266.246570600912,293.455225309672,322.895700707394,
IIASA GDP,SSP5,CMR,GDP|PPP,billion US$2005/yr,34.1179935166404,42.4635647278767,53.6151743053122,71.0741712586578,95.9365748941952,129.725231356508,173.578379633404,228.443914381106,295.34458437691,374.263199021143,464.402075536185,572.483562816305,696.648310588464,829.496761898438,959.749271847757,1085.91501545175,1219.68942268679,1371.09087190951,1543.69569163499,
OECD Env-Growth,SSP1,CMR,GDP|PPP,billion US$2005/yr,40.336,50.073,65.024,88.458,124.026,175.188,243.868,331.538,438.814,566.081,712.204,874.014,1045.072,1218.951,1395.04,1569.146,1737.047,1895.392,2039.167,
OECD Env-Growth,SSP2,CMR,GDP|PPP,billion US$2005/yr,40.336,50.623,65.952,87.462,115.837,151.332,196.115,251.22,318.234,398.882,494.297,605.025,730.477,870.231,1024.75,1193.711,1376.361,1571.036,1775.34,
OECD Env-Growth,SSP3,CMR,GDP|PPP,billion US$2005/yr,40.336,51.038,66.819,85.975,107.899,131.442,158.263,188.24,221.564,258.638,299.635,344.534,393.264,445.008,499.589,556.805,616.837,680.006,745.745,
OECD Env-Growth,SSP4,CMR,GDP|PPP,billion US$2005/yr,40.336,51.048,66.697,84.735,104.808,124.708,146.464,169.937,195.309,222.784,252.282,283.503,316.389,350.227,384.882,420.429,457.097,495.332,535.02,
OECD Env-Growth,SSP5,CMR,GDP|PPP,billion US$2005/yr,40.336,50.063,65.158,90.797,133.481,199.368,290.844,411.21,562.779,747.921,967.329,1218.905,1495.461,1789.597,2102.1,2428.152,2762.304,3099.759,3432.103,
IIASA GDP,SSP1,COD,GDP|PPP,billion US$2005/yr,15.9620348824084,32.228439675785,70.7706739114756,155.874366725425,294.350074515909,479.908179772757,695.928752108323,933.0612201513,1191.56705512446,1475.47759637007,1785.85725543508,2119.111507062,2468.98666657405,2825.16374692787,3177.2953804909,3516.93546151493,3839.07414160636,4140.02560818403,4417.32339446563,
IIASA GDP,SSP2,COD,GDP|PPP,billion US$2005/yr,15.9620348824084,31.9568425281431,67.6264512170909,141.31469043103,252.9364581103,394.657132092355,554.338638533179,725.752085291691,909.142766132169,1104.96630532906,1319.84067553937,1561.43182995401,1835.54354908913,2142.94159692044,2482.18727871181,2847.04154274608,3231.07367931745,3627.07398652742,4028.09016648523,
IIASA GDP,SSP3,COD,GDP|PPP,billion US$2005/yr,15.9620348824084,31.4950361990927,63.6780256834557,124.536583971124,206.924207059978,299.209154835947,388.673244111255,469.723564693047,540.914371656093,606.290116776662,669.047872716712,731.697338903618,794.872420754507,858.935138951411,922.995433134326,987.43621447649,1053.22495873551,1121.27781549064,1192.46772557637,
IIASA GDP,SSP4,COD,GDP|PPP,billion US$2005/yr,15.9620348824084,31.4223910626794,63.5501406320123,124.795506692025,209.4632100521,307.903092246746,409.764866021513,511.036711774466,610.991177320646,714.170489054507,824.375044696601,944.359831310083,1074.63982637152,1215.48738769364,1365.6222834852,1525.60384351266,1696.95078084021,1881.1888544684,2079.78346637734,
IIASA GDP,SSP5,COD,GDP|PPP,billion US$2005/yr,15.9620348824084,32.2662799001391,71.5658455873515,161.17375469397,314.761012657171,534.536310862263,810.066289751848,1135.21256926209,1512.39821333218,1947.99390869458,2444.64703467818,2997.44838286925,3595.61215659365,4220.71111708349,4853.37976296906,5529.21685996327,6299.73523274769,7200.61792015677,8235.89021631716,
OECD Env-Growth,SSP1,COD,GDP|PPP,billion US$2005/yr,20.876,29.356,44.117,76.517,136.034,237.933,398.47,636.284,966.031,1399.525,1944.8,2601.045,3358.767,4201.616,5110.627,6062.652,7033.325,8003.538,8947.868,
OECD Env-Growth,SSP2,COD,GDP|PPP,billion US$2005/yr,20.876,29.611,44.539,73.21,116.725,177.572,263.901,384.52,547.687,762.241,1037.645,1383.768,1810.73,2325.037,2929.01,3620.533,4401.127,5270.344,6224.715,
OECD Env-Growth,SSP3,COD,GDP|PPP,billion US$2005/yr,20.876,30.027,45.221,71.533,106.192,146.761,196.864,258.639,332.91,420.677,523.064,641.486,777.226,930.554,1100.36,1286.31,1488.856,1708.164,1945.304,
OECD Env-Growth,SSP4,COD,GDP|PPP,billion US$2005/yr,20.876,30.02,45.037,69.929,101.024,133.605,170.664,213.108,260.575,312.775,369.483,430.652,496.41,566.292,639.273,715.337,794.91,878.563,967.542,
OECD Env-Growth,SSP5,COD,GDP|PPP,billion US$2005/yr,20.876,29.352,44.445,80.661,154.943,294.027,522.261,869.162,1359.728,2016.433,2858.43,3894.019,5119.507,6522.419,8086.726,9788.56,11600.167,13499.831,15451.991,
IIASA GDP,SSP1,COG,GDP|PPP,billion US$2005/yr,8.92122984691457,12.3854060867447,19.0428277121535,29.542217240903,42.324876876344,56.0434554304007,69.867681164675,84.0254406831066,99.1564648354449,115.431702408973,132.669154036584,152.267528532016,173.52341125172,194.799839269957,214.12187258178,230.668462155286,245.117572272386,259.284316471369,274.176139479604,
IIASA GDP,SSP2,COG,GDP|PPP,billion US$2005/yr,8.92122984691457,12.2339939963136,18.2109322991592,27.0374940354053,37.1023885354102,47.3833245973029,57.4625555797536,67.8109034660178,79.0594651340522,91.5523895428205,105.347832783986,120.285626922677,136.203418294763,152.843840797584,170.146984282824,191.159731562727,215.203011187324,240.443679994771,264.292191972579,
IIASA GDP,SSP3,COG,GDP|PPP,billion US$2005/yr,8.92122984691457,11.9914322069907,17.07106285908,23.9206819337631,30.8988547314291,37.1376722998948,42.3610666827774,47.0376751014753,51.5233709267435,56.1144417562622,60.9394529888585,65.9277856748447,71.0360242129473,76.1465086526243,81.29761385829,86.4990768154712,91.823034247488,97.2532842698906,102.834737593985,
IIASA GDP,SSP4,COG,GDP|PPP,billion US$2005/yr,8.92122984691457,11.9811815249614,17.1218838233901,24.2199807385071,31.7641923989745,38.8938001419332,45.3196739224407,51.5201957641694,57.912752391029,64.8781176465601,72.6408080215492,81.0925270341614,90.1010401457392,99.4219176715395,109.055439683929,118.983123509883,129.293799366701,139.961565158762,151.044064220253,
IIASA GDP,SSP5,COG,GDP|PPP,billion US$2005/yr,8.92122984691457,12.4221093532256,19.3533656137117,30.8190885225857,45.7701452884125,63.1019266849026,81.9512528157536,102.512039480632,125.493302708734,151.123415313058,179.199546348634,211.577246324789,247.24610500214,284.733362473044,324.549542717124,368.148643265758,416.151238924998,467.626088189136,521.058645712661,
OECD Env-Growth,SSP1,COG,GDP|PPP,billion US$2005/yr,15.396,22.455,30.143,41.757,57.555,78.402,104.378,135.388,171.163,211.247,254.827,300.218,345.604,389.452,432.079,472.376,509.438,542.589,570.883,
OECD Env-Growth,SSP2,COG,GDP|PPP,billion US$2005/yr,15.396,22.683,30.3,40.66,53.2,68.004,85.623,106.258,130.342,158.227,190.062,225.514,264.357,306.32,351.353,399.105,449.147,500.69,552.961,
OECD Env-Growth,SSP3,COG,GDP|PPP,billion US$2005/yr,15.396,22.786,30.27,39.32,49.145,59.442,70.808,83.269,96.924,111.845,128.04,145.31,163.692,182.839,202.64,222.89,243.57,264.625,286.106,
OECD Env-Growth,SSP4,COG,GDP|PPP,billion US$2005/yr,15.396,22.842,30.407,39.248,48.806,58.362,68.695,79.862,91.994,105.147,119.304,134.18,149.82,165.893,182.289,198.837,215.529,232.372,249.492,
OECD Env-Growth,SSP5,COG,GDP|PPP,billion US$2005/yr,15.396,22.503,30.415,43.244,62.333,89.334,124.366,167.8,219.783,280.253,348.71,423.274,501.644,581.676,663.67,746.091,827.433,906.445,981.151,
IIASA GDP,SSP1,COL,GDP|PPP,billion US$2005/yr,328.785765107829,428.566260329251,517.303356412617,612.699276372897,714.22543932215,819.803601653002,954.07675475265,1114.66175228422,1285.78716479525,1440.98690159489,1567.37427543882,1662.59862799907,1732.38537343732,1793.10376265435,1857.66764915567,1928.49254668801,1998.41557471756,2059.6158484355,2106.77206148118,
IIASA GDP,SSP2,COL,GDP|PPP,billion US$2005/yr,328.785765107829,427.796324299638,509.794335971511,593.604945058081,682.355857082266,778.181147778771,883.972559886957,1017.46873465122,1172.66222407535,1336.09477632789,1490.40295828079,1628.3535775969,1748.26205262741,1852.1594243574,1941.11523823289,2017.50194763078,2092.90351397128,2174.63615897221,2264.0587728234,
IIASA GDP,SSP3,COL,GDP|PPP,billion US$2005/yr,328.785765107829,426.349675906929,499.804344844258,565.541510371197,629.293328717849,696.690483821389,772.016323928215,857.905704886038,948.957875481143,1037.74525815003,1120.21428045217,1198.05276229622,1273.9902364039,1349.35314920494,1424.38709810671,1499.33036575099,1575.92042803309,1655.5850812752,1740.06918962868,
IIASA GDP,SSP4,COL,GDP|PPP,billion US$2005/yr,328.785765107829,422.684965368065,488.04152725439,540.520243378863,585.717829981715,630.034940701666,678.64651872037,733.951045047519,790.852368448517,840.92690022634,879.568309314422,907.282248132381,926.518149469962,939.004587184941,947.131150798219,951.112941867289,951.31030179075,948.328974289407,941.84699009752,
IIASA GDP,SSP5,COL,GDP|PPP,billion US$2005/yr,328.785765107829,428.971278176132,521.604937043093,627.676376438571,749.003644384858,883.633439244363,1058.14849043034,1270.51862146708,1502.51010488438,1721.80903379919,1913.1927301622,2097.25236475505,2295.72836553423,2518.64273981394,2761.85872114066,3014.66148791395,3261.70416609279,3489.62506464757,3689.21029398978,
OECD Env-Growth,SSP1,COL,GDP|PPP,billion US$2005/yr,392.55,491.259,599.464,712.581,871.298,1072.84,1304.33,1554.12,1813.793,2078.494,2342.193,2599.431,2841.601,3061.678,3265.458,3447.534,3600.194,3721.15,3805.96,
OECD Env-Growth,SSP2,COL,GDP|PPP,billion US$2005/yr,392.55,493.714,605.146,707.202,829.777,967.583,1123.587,1295.192,1482.473,1685.712,1904.211,2138.345,2385.882,2643.011,2909.486,3181.157,3455.242,3730.202,4003.749,
OECD Env-Growth,SSP3,COL,GDP|PPP,billion US$2005/yr,392.55,496.817,612.902,706.791,801.137,888.441,978.445,1069.209,1162.19,1260.489,1365.877,1480.797,1605.793,1740.496,1883.578,2033.289,2190.815,2356.445,2531.22,
OECD Env-Growth,SSP4,COL,GDP|PPP,billion US$2005/yr,392.55,492.377,600.576,694.683,807.242,930.891,1065.687,1206.451,1353.001,1506.162,1664.593,1824.58,1981.831,2132.415,2277.786,2414.576,2542.878,2662.787,2771.019,
OECD Env-Growth,SSP5,COL,GDP|PPP,billion US$2005/yr,392.55,491.036,600.653,730.201,927.214,1192.291,1503.977,1850.935,2224.531,2620.95,3034.723,3460.125,3885.626,4302.205,4718.316,5126.239,5513.361,5873.842,6197.112,
IIASA GDP,SSP1,COM,GDP|PPP,billion US$2005/yr,0.687843296288318,0.79623995592058,1.00977283064711,1.33181329774251,1.75058315994596,2.28152061617207,2.97723942637493,3.87802651649368,5.00128910465242,6.29234165830327,7.64861698374463,9.09864008683921,10.6332040943907,12.2175265976799,13.7709575908257,15.2389001182039,16.583421725894,17.787643618787,18.8608541956214,
IIASA GDP,SSP2,COM,GDP|PPP,billion US$2005/yr,0.687843296288318,0.781031808053719,0.942519403336776,1.1679531193051,1.43900123039909,1.7637107609524,2.17736868449333,2.71865857575973,3.4049793646135,4.24073403720211,5.21221232702348,6.30495716180449,7.51634546837085,8.85924668671184,10.3638771273471,12.236667179724,14.4601832647632,16.9272764228475,19.4585012353367,
IIASA GDP,SSP3,COM,GDP|PPP,billion US$2005/yr,0.687843296288318,0.754091993205669,0.844462679736064,0.951352269126443,1.05876075464922,1.16570295060221,1.28178140638812,1.41867541813837,1.57569864885292,1.75566230878166,1.95652902556507,2.17460585142532,2.40816281600316,2.65734663992445,2.92354461844522,3.20735570066263,3.51046552018959,3.83472942790855,4.18100186408315,
IIASA GDP,SSP4,COM,GDP|PPP,billion US$2005/yr,0.687843296288318,0.750608901534163,0.839672657738445,0.951687878829483,1.07890832979734,1.22296380627715,1.39674526820977,1.61601178161778,1.88652195832734,2.21848434016095,2.61538822692514,3.07736983532726,3.60719594946631,4.21127548789717,4.89927244990232,5.68082622693113,6.56760219399701,7.57252455812684,8.70762347585862,
IIASA GDP,SSP5,COM,GDP|PPP,billion US$2005/yr,0.687843296288318,0.795542209706755,1.01494006613258,1.36086645941909,1.83907466582183,2.4824926539828,3.36567098476791,4.55314340558418,6.08531852892903,7.9099707023495,9.89933230684232,12.1002399997754,14.5000951695704,17.0453578117312,19.6103737194598,22.1095225034311,24.4787115531439,26.7958444259675,29.4609001922479,
OECD Env-Growth,SSP1,COM,GDP|PPP,billion US$2005/yr,0.723,0.822,1.016,1.419,2.096,3.133,4.582,6.502,8.944,11.971,15.551,19.56,23.801,28.134,32.652,37.337,42.02,46.515,50.658,
OECD Env-Growth,SSP2,COM,GDP|PPP,billion US$2005/yr,0.723,0.837,1.038,1.397,1.92,2.613,3.53,4.719,6.249,8.208,10.654,13.62,17.114,21.167,25.86,31.257,37.346,44.07,51.353,
OECD Env-Growth,SSP3,COM,GDP|PPP,billion US$2005/yr,0.723,0.849,1.054,1.356,1.734,2.17,2.692,3.319,4.083,5.005,6.096,7.367,8.834,10.512,12.412,14.547,16.921,19.539,22.399,
OECD Env-Growth,SSP4,COM,GDP|PPP,billion US$2005/yr,0.723,0.847,1.045,1.324,1.661,2.012,2.403,2.844,3.353,3.937,4.593,5.322,6.128,7.013,7.983,9.041,10.19,11.436,12.784,
OECD Env-Growth,SSP5,COM,GDP|PPP,billion US$2005/yr,0.723,0.82,1.012,1.445,2.244,3.568,5.477,8.057,11.379,15.536,20.499,26.147,32.247,38.644,45.533,52.959,60.762,68.727,76.62,
IIASA GDP,SSP1,CPV,GDP|PPP,billion US$2005/yr,1.88901502630146,2.52525916424235,3.12512355535979,3.55120921393569,3.93640140573371,4.35803806330358,4.8776813604412,5.47981880070645,6.15827432393068,6.85411046726472,7.51619917819311,8.14737783712589,8.97832237621517,9.91385193362906,10.7785330680481,11.3885902047847,11.7118403251109,11.8542851864652,11.9385366089482,
IIASA GDP,SSP2,CPV,GDP|PPP,billion US$2005/yr,1.88901502630146,2.4954191816233,2.98932378088947,3.25218272521415,3.45448940498041,3.68624477774264,3.99882872776263,4.38585002034306,4.83487879832172,5.31937907340232,5.8244398100354,6.37992541908167,7.01351212883927,7.72410687502483,8.47414191630715,9.23770843379316,10.0115731062858,11.004821125702,12.1675691754705,
IIASA GDP,SSP3,CPV,GDP|PPP,billion US$2005/yr,1.88901502630146,2.49562794397989,2.98208308580818,3.2270458338023,3.39987073804529,3.58287005613566,3.81081818168501,4.06924151029887,4.34322563806344,4.60951306211649,4.862610621516,5.12365639248908,5.41116286917111,5.72574564556692,6.05048906196393,6.37787256721124,6.71932026068266,7.09006779324361,7.50297794170494,
IIASA GDP,SSP4,CPV,GDP|PPP,billion US$2005/yr,1.88901502630146,2.46341097617985,2.8678083925957,2.98028244324365,2.99109499729246,3.0001914326623,3.05450746656143,3.14006555689613,3.24136488838158,3.33110918194076,3.39892181820526,3.45803304436489,3.5203815531749,3.58705202181192,3.64919372587061,3.70136231933375,3.74764647790102,3.7965026444946,3.84874060470658,
IIASA GDP,SSP5,CPV,GDP|PPP,billion US$2005/yr,1.88901502630146,2.51578630475161,3.09651912279222,3.49463322385799,3.85677126523959,4.26860324998903,4.79510022349915,5.41500322571999,6.11454363400614,6.82480381390905,7.47938069077152,8.08015400193675,8.88940824437745,9.81210251179261,10.7523679929734,11.6488267062334,12.5261098729817,13.3922019183635,14.2573063375192,
OECD Env-Growth,SSP1,CPV,GDP|PPP,billion US$2005/yr,1.723,2.124,2.666,3.386,4.326,5.501,6.855,8.325,9.821,11.282,12.672,14.032,15.332,16.547,17.684,18.741,19.71,20.594,21.37,
OECD Env-Growth,SSP2,CPV,GDP|PPP,billion US$2005/yr,1.723,2.14,2.697,3.329,4.016,4.761,5.597,6.509,7.474,8.486,9.566,10.78,12.144,13.648,15.269,17.021,18.93,21.019,23.294,
OECD Env-Growth,SSP3,CPV,GDP|PPP,billion US$2005/yr,1.723,2.164,2.774,3.435,4.082,4.715,5.388,6.088,6.795,7.51,8.259,9.088,10.014,11.025,12.092,13.215,14.418,15.724,17.148,
OECD Env-Growth,SSP4,CPV,GDP|PPP,billion US$2005/yr,1.723,2.13,2.666,3.256,3.915,4.62,5.372,6.134,6.874,7.586,8.279,8.985,9.695,10.39,11.056,11.695,12.331,12.978,13.624,
OECD Env-Growth,SSP5,CPV,GDP|PPP,billion US$2005/yr,1.723,2.109,2.62,3.354,4.388,5.72,7.215,8.78,10.311,11.745,13.044,14.298,15.481,16.607,17.767,18.943,20.16,21.459,22.847,
IIASA GDP,SSP1,CRI,GDP|PPP,billion US$2005/yr,50.017942044024,62.7199899676825,73.226132127615,83.3034086846491,93.8181943082585,104.786248393262,116.895528102991,129.473110646947,145.800931952119,164.508814151533,183.157189122677,198.248261754986,210.941863668945,222.759696383548,234.231189561084,244.474999262061,252.403903441495,257.217015107723,258.960426614328,
IIASA GDP,SSP2,CRI,GDP|PPP,billion US$2005/yr,50.017942044024,62.2819758155261,71.1019231447293,79.0282992788656,87.5950772268464,97.0710685330213,107.97024185551,119.98204756775,132.566331721388,145.320382142968,158.716735134327,172.770311309306,190.7399684589,210.59921423121,229.621699632526,246.648971479908,262.380593558528,277.564321503237,292.367322036525,
IIASA GDP,SSP3,CRI,GDP|PPP,billion US$2005/yr,50.017942044024,61.2525307373008,67.4720830784999,71.8171386464627,76.303576511796,81.214904606426,86.7191674323666,92.5439177254408,98.0527509326908,103.401782628823,109.419361778194,116.5032978012,124.429067258749,132.827611948115,141.240001510698,149.523903891836,157.961673582923,166.903696526917,176.58252831197,
IIASA GDP,SSP4,CRI,GDP|PPP,billion US$2005/yr,50.017942044024,61.0332854605481,66.7168483955344,70.1796024665525,73.3656969867262,76.6469640677161,80.2731964435744,83.9476898612397,87.028825047619,89.4816672149137,91.892199406979,94.3955874987026,96.7174803245265,98.5216818720616,99.6207592052522,99.8770835622221,99.4522707116708,98.6112102119885,97.4690084385029,
IIASA GDP,SSP5,CRI,GDP|PPP,billion US$2005/yr,50.017942044024,62.9115851148178,74.3501463076584,86.5933704363026,100.663591256391,116.433817999138,134.4369766954,153.749502992237,177.981428089602,205.698331573317,235.472582122356,266.193444111954,298.463823681673,332.248393520318,366.224768188431,398.420641729744,426.716275629509,449.382799406397,465.971557698992,
OECD Env-Growth,SSP1,CRI,GDP|PPP,billion US$2005/yr,48.697,60.302,74.678,91.936,112.362,136.335,162.364,188.846,214.092,237.897,260.789,281.909,300.49,316.453,329.965,340.555,348.129,352.46,353.001,
OECD Env-Growth,SSP2,CRI,GDP|PPP,billion US$2005/yr,48.697,60.654,75.296,90.948,107.08,124.166,142.716,162.239,182.401,203.413,226.071,249.886,274.537,299.73,324.818,349.411,373.207,396.067,418.042,
OECD Env-Growth,SSP3,CRI,GDP|PPP,billion US$2005/yr,48.697,60.754,75.357,88.885,100.558,111.005,121.29,131.124,140.562,149.903,160.037,170.991,182.873,195.626,208.629,221.796,235.44,249.735,264.808,
OECD Env-Growth,SSP4,CRI,GDP|PPP,billion US$2005/yr,48.697,60.509,74.798,89.219,103.93,118.914,134.207,149.027,163.181,176.772,190.541,203.78,216.084,227.317,237.234,245.604,252.871,259.237,264.446,
OECD Env-Growth,SSP5,CRI,GDP|PPP,billion US$2005/yr,48.697,60.463,75.499,95.563,122.088,155.585,193.578,234.295,275.66,317.313,359.883,402.023,442.385,480.421,516.218,549.046,578.443,603.583,622.911,
IIASA GDP,SSP1,CUB,GDP|PPP,billion US$2005/yr,127.960333923327,158.976874948065,190.190838482612,216.365851476471,238.598220537229,256.315649872159,270.201620430641,280.193939375017,286.170203168621,289.305198974352,290.354501902376,289.92476116005,287.685754426335,284.125486821386,279.544575637816,275.460296693659,270.687381275758,263.180702417641,253.033845645338,
IIASA GDP,SSP2,CUB,GDP|PPP,billion US$2005/yr,127.960333923327,159.286566162644,189.873838621322,214.068124436106,233.487358787102,248.577246170063,260.518577213362,269.701867380483,276.205580545271,279.687276813735,280.63143243206,280.134268479141,279.111072726559,278.564333055548,278.889604847756,280.373566950353,282.27070385256,283.885796192948,285.429612786819,
IIASA GDP,SSP3,CUB,GDP|PPP,billion US$2005/yr,127.960333923327,159.342447238209,189.090123814562,211.702409959872,229.08120280211,241.928852046124,251.439612412286,258.348697619091,263.572327419286,267.346890099946,269.958610219073,272.256095994101,275.362045190367,280.500390738971,288.125615258632,298.122940595652,310.065274189831,323.851378164906,339.690554368806,
IIASA GDP,SSP4,CUB,GDP|PPP,billion US$2005/yr,127.960333923327,158.214683978581,184.762853769611,201.684873597504,211.553700267711,216.138130092347,217.063297499734,214.835015746595,210.164874117341,203.681105288744,195.829667050587,187.367721051996,178.846544832778,170.763196605326,163.198260644851,156.444092219236,150.23233957928,144.176633487659,138.324791510156,
IIASA GDP,SSP5,CUB,GDP|PPP,billion US$2005/yr,127.960333923327,158.893691713261,190.445970492034,217.820393156695,242.601624806607,264.158498137116,282.813889358601,297.874641569078,310.801891712256,322.257799033926,332.124076347548,340.043705699306,345.218946231978,348.111182035781,349.065893255457,350.338868640448,350.482467297668,346.799429794282,339.413465967735,
OECD Env-Growth,SSP1,CUB,GDP|PPP,billion US$2005/yr,64.7,77.441,87.467,100.806,117.094,136.511,157.73,180.641,202.077,220.308,235.693,248.109,257.483,265.131,270.659,273.961,275.144,274.086,270.678,
OECD Env-Growth,SSP2,CUB,GDP|PPP,billion US$2005/yr,64.7,76.263,85.199,94.947,104.175,113.32,123.751,135.989,148.217,159.494,170.332,180.967,191.552,202.97,214.619,226.17,237.777,249.652,262.121,
OECD Env-Growth,SSP3,CUB,GDP|PPP,billion US$2005/yr,64.7,74.668,81.962,88.915,93.899,97.505,101.618,106.871,112.041,116.521,121.012,125.941,131.687,138.684,146.196,154.111,162.673,172.232,183.093,
OECD Env-Growth,SSP4,CUB,GDP|PPP,billion US$2005/yr,64.7,74.698,82.119,90.18,98.291,106.687,116.146,127.221,138.194,147.953,156.93,164.929,171.915,178.719,184.908,190.287,195.04,199.449,203.454,
OECD Env-Growth,SSP5,CUB,GDP|PPP,billion US$2005/yr,64.7,77.528,88.35,104.881,127.476,155.562,185.791,218.16,248.927,276.009,299.858,320.43,337.483,352.755,365.725,376.49,385.116,391.378,394.956,
IIASA GDP,SSP1,CYP,GDP|PPP,billion US$2005/yr,20.612232454054,26.2656466251604,33.933175516348,42.9986995818369,51.4842035790183,59.1117442398748,66.1579121119374,72.8525851983762,79.2599959513377,85.5009277360946,91.6308331593346,97.423513247504,102.647961310347,106.911070333009,109.963492634924,111.647603077796,111.781474818402,110.725412103015,108.918491897468,
IIASA GDP,SSP2,CYP,GDP|PPP,billion US$2005/yr,20.612232454054,26.3510001592412,34.1225532563686,43.2643305032239,51.8311016128591,59.5956772761347,66.8858399035668,73.9768670051841,80.9299477088292,87.8201408744398,94.7147011417871,101.418205887278,107.661740330978,113.246702964331,118.141524550126,122.426367566963,126.258222201955,129.84541199141,133.269004314289,
IIASA GDP,SSP3,CYP,GDP|PPP,billion US$2005/yr,20.612232454054,25.6140171544838,31.5626345709432,37.9116868354905,43.3593918989857,48.0798682883727,52.5747224909316,57.2162564236684,62.0922142881243,67.1839498516299,72.468298886854,77.8616124975181,83.3083743826024,88.893127197608,94.7614767350178,101.037609171772,107.781651545763,115.003417061107,122.619339025485,
IIASA GDP,SSP4,CYP,GDP|PPP,billion US$2005/yr,20.612232454054,26.2002945289726,33.3530743912797,41.1900042669681,47.7255563266467,52.9559891797367,57.3267117411939,61.1545049608783,64.4900612544102,67.4611144449838,70.2129429192411,72.7260968048516,74.9036325335408,76.5957518934555,77.7355460546103,78.3384274189148,78.499666135789,78.3500397825191,77.9394875811965,
IIASA GDP,SSP5,CYP,GDP|PPP,billion US$2005/yr,20.612232454054,26.3873195608544,34.5917737581655,44.9961055502376,55.7236319144594,66.3671370964944,77.0760947423263,88.0340056173479,99.2454358361998,110.775184977925,122.65753217172,134.513603107674,145.944261091167,156.307715124454,165.128524011602,172.004516506706,176.429553812347,178.653372687194,179.187453403845,
OECD Env-Growth,SSP1,CYP,GDP|PPP,billion US$2005/yr,20.867,20.848,22.876,25.378,28.751,32.888,37.453,42.124,46.612,51.127,55.785,60.479,64.894,68.588,71.531,73.681,75.116,75.994,76.251,
OECD Env-Growth,SSP2,CYP,GDP|PPP,billion US$2005/yr,20.867,20.882,22.938,25.19,27.823,30.736,33.972,37.391,40.891,44.708,48.994,53.696,58.631,63.515,68.211,72.663,76.976,81.262,85.519,
OECD Env-Growth,SSP3,CYP,GDP|PPP,billion US$2005/yr,20.867,20.793,22.661,24.291,25.87,27.334,28.827,30.279,31.679,33.241,35.096,37.287,39.759,42.361,44.95,47.518,50.166,52.985,55.989,
OECD Env-Growth,SSP4,CYP,GDP|PPP,billion US$2005/yr,20.867,20.828,22.822,25.171,28.347,32.159,36.304,40.546,44.748,49.168,53.943,58.902,63.749,68.129,71.96,75.196,78.028,80.579,82.737,
OECD Env-Growth,SSP5,CYP,GDP|PPP,billion US$2005/yr,20.867,20.977,23.267,26.587,31.568,38.154,45.777,54.079,62.657,71.705,81.393,91.546,101.691,111.074,119.554,127.087,133.681,139.451,144.107,
IIASA GDP,SSP1,CZE,GDP|PPP,billion US$2005/yr,235.475817026251,264.905829630659,274.041538087813,282.008532697019,296.441062375282,317.157156873113,342.831290849675,371.154300826882,400.44961741726,431.490263984477,465.818100123803,503.194653646664,542.397808184321,581.446411001731,618.909952986413,653.808573576209,688.717180773069,725.157092229149,763.061814132381,
IIASA GDP,SSP2,CZE,GDP|PPP,billion US$2005/yr,235.475817026251,265.623656169076,274.522730701829,280.131145077656,290.120275602707,305.09139175974,324.763190801747,347.678611880346,371.549287075336,396.167479787674,422.254840700832,449.347566758598,476.415149744215,502.877151553902,528.805480471767,554.359761147,580.574885860162,608.03380499529,636.525067414529,
IIASA GDP,SSP3,CZE,GDP|PPP,billion US$2005/yr,235.475817026251,264.832368166591,270.241591660748,268.642743569023,267.923631653437,269.603743064681,274.012691567101,279.989173807758,285.513956459483,289.705920399757,292.748231020558,294.663571447888,295.637962400064,295.86810337038,295.670594610113,295.266872404058,294.943295294831,294.59783415281,293.783860564434,
IIASA GDP,SSP4,CZE,GDP|PPP,billion US$2005/yr,235.475817026251,265.773503536499,274.068527413064,277.687152246318,283.898671873447,293.816433351727,307.66330449525,324.270601945089,341.466604616446,358.651513239041,376.075747517946,393.172857079008,409.260012597534,423.644911854248,436.074443775447,446.465105840515,455.877886968878,464.912511508307,473.558657066634,
IIASA GDP,SSP5,CZE,GDP|PPP,billion US$2005/yr,235.475817026251,266.114049721372,279.655737754203,296.441510318229,324.610304451814,363.853334158333,412.569794259215,470.794908556166,538.466389119061,617.274378991727,709.458372627284,815.258032741394,933.497467578117,1062.21548368983,1199.9037799624,1345.44379616575,1502.75685044299,1675.01898738907,1862.9197265304,
OECD Env-Growth,SSP1,CZE,GDP|PPP,billion US$2005/yr,248.639,286.048,339.277,400.893,473.026,550.978,627.052,694.867,761.578,826.048,892.753,965.874,1038.489,1103.308,1161.343,1214.019,1263.551,1311.93,1358.684,
OECD Env-Growth,SSP2,CZE,GDP|PPP,billion US$2005/yr,248.639,285.611,336.695,391.508,452.352,516.929,582.1,643.228,707.387,771.963,839.997,914.824,990.328,1060.586,1127.32,1192.193,1256.177,1321.001,1387.073,
