Model,Scenario,Region,Variable,Unit,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,Notes
OECD Env-Growth,SSP1,IDN,Population,million,239.871,250.506,259.299,265.939,270.466,273.396,274.521,273.772,271.071,266.646,260.655,253.356,245.009,235.81,225.992,215.72,205.16,194.444,183.659,
OECD Env-Growth,SSP2,IDN,Population,million,239.871,251.396,261.705,270.395,277.364,282.723,286.314,287.958,287.522,285.512,282.01,277.241,271.456,264.911,257.844,250.451,242.867,235.195,227.518,
OECD Env-Growth,SSP3,IDN,Population,million,239.871,252.27,264.214,275.223,285.082,293.068,299.273,303.86,306.913,308.368,308.46,307.473,305.783,303.636,301.292,298.842,296.382,293.966,291.627,
OECD Env-Growth,SSP4,IDN,Population,million,239.871,250.243,258.522,264.351,267.771,269.292,268.717,266.001,261.103,254.272,245.742,235.832,224.881,213.197,201.059,188.707,176.346,164.164,152.336,
OECD Env-Growth,SSP5,IDN,Population,million,239.871,250.343,258.896,265.176,269.335,271.895,272.661,271.572,268.552,263.83,257.567,250.053,241.552,232.257,222.398,212.137,201.633,191.013,180.359,
IIASA GDP,SSP1,IND,Population,million,1224.614327,1297.95266293393,1361.28115352498,1415.17367010691,1458.92863511572,1495.68158134345,1523.66028860872,1542.22376421321,1550.39748500648,1548.52078988626,1536.25163574058,1513.67002408875,1481.44182728577,1440.14776984211,1390.77055194626,1334.35511849202,1272.41131897597,1206.5526279276,1138.43563896282,
IIASA GDP,SSP2,IND,Population,million,1224.614327,1307.93291876326,1388.08945701848,1461.7713384058,1528.5951937746,1590.43798288153,1645.88455453544,1694.57236313121,1733.79547811031,1762.64106119452,1779.29484095996,1784.82315552843,1781.25226539357,1768.80500393386,1747.79686385068,1718.93930629234,1684.43353053595,1644.92430066599,1602.93622781211,
IIASA GDP,SSP3,IND,Population,million,1224.614327,1315.80318211023,1412.09024789238,1508.20356720003,1603.7092349478,1696.02722970791,1787.90174450208,1880.14463557301,1970.55027514299,2054.62692650759,2131.4544818681,2202.08689625521,2268.34206011297,2331.8942386912,2392.62534055137,2450.02324373693,2504.98796625812,2557.96567135655,2608.61924180381,
IIASA GDP,SSP4,IND,Population,million,1224.614327,1303.30701929972,1376.3341499682,1438.73685998952,1489.14446627838,1531.73769839608,1565.22956621749,1588.99895459019,1600.93902386594,1600.57329620954,1587.5048461376,1562.2811175771,1525.96972144858,1480.03276584093,1426.15776250229,1366.43394693698,1302.63539531398,1236.42925218526,1169.26045990382,
IIASA GDP,SSP5,IND,Population,million,1224.614327,1297.66453369451,1360.70588463482,1414.14760173006,1457.42689500417,1493.69149116467,1521.1823995791,1539.27281274979,1547.00046591783,1544.71054160768,1532.06651331734,1509.19626229914,1476.77099790909,1435.37282435626,1385.981211207,1329.63544404626,1267.83689436648,1202.18965415046,1134.33970243803,
IIASA-WiC POP,SSP1,IND,Population,million,1224.614327,1297.95266293393,1361.28115352498,1415.17367010691,1458.92863511572,1495.68158134345,1523.66028860872,1542.22376421321,1550.39748500648,1548.52078988626,1536.25163574058,1513.67002408875,1481.44182728577,1440.14776984211,1390.77055194626,1334.35511849202,1272.41131897597,1206.5526279276,1138.43563896282,
IIASA-WiC POP,SSP2,IND,Population,million,1224.614327,1307.93291876326,1388.08945701848,1461.7713384058,1528.5951937746,1590.43798288153,1645.88455453544,1694.57236313121,1733.79547811031,1762.64106119452,1779.29484095996,1784.82315552843,1781.25226539357,1768.80500393386,1747.79686385068,1718.93930629234,1684.43353053595,1644.92430066599,1602.93622781211,
IIASA-WiC POP,SSP3,IND,Population,million,1224.614327,1315.80318211023,1412.09024789238,1508.20356720003,1603.7092349478,1696.02722970791,1787.90174450208,1880.14463557301,1970.55027514299,2054.62692650759,2131.4544818681,2202.08689625521,2268.34206011297,2331.8942386912,2392.62534055137,2450.02324373693,2504.98796625812,2557.96567135655,2608.61924180381,
IIASA-WiC POP,SSP4,IND,Population,million,1224.614327,1303.30701929972,1376.3341499682,1438.73685998952,1489.14446627838,1531.73769839608,1565.22956621749,1588.99895459019,1600.93902386594,1600.57329620954,1587.5048461376,1562.2811175771,1525.96972144858,1480.03276584093,1426.15776250229,1366.43394693698,1302.63539531398,1236.42925218526,1169.26045990382,
IIASA-WiC POP,SSP5,IND,Population,million,1224.614327,1297.66453369451,1360.70588463482,1414.14760173006,1457.42689500417,1493.69149116467,1521.1823995791,1539.27281274979,1547.00046591783,1544.71054160768,1532.06651331734,1509.19626229914,1476.77099790909,1435.37282435626,1385.981211207,1329.63544404626,1267.83689436648,1202.18965415046,1134.33970243803,
NCAR,SSP1,IND,Population,million,1224.614327,1297.95266293393,1361.28115352498,1415.17367010691,1458.92863511572,1495.68158134345,1523.66028860872,1542.22376421321,1550.39748500648,1548.52078988626,1536.25163574058,1513.67002408875,1481.44182728577,1440.14776984211,1390.77055194626,1334.35511849202,1272.41131897597,1206.5526279276,1138.43563896282,
NCAR,SSP2,IND,Population,million,1224.614327,1307.93291876326,1388.08945701848,1461.7713384058,1528.5951937746,1590.43798288153,1645.88455453544,1694.57236313121,1733.79547811031,1762.64106119452,1779.29484095996,1784.82315552843,1781.25226539357,1768.80500393386,1747.79686385068,1718.93930629234,1684.43353053595,1644.92430066599,1602.93622781211,
NCAR,SSP3,IND,Population,million,1224.614327,1315.80318211023,1412.09024789238,1508.20356720003,1603.7092349478,1696.02722970791,1787.90174450208,1880.14463557301,1970.55027514299,2054.62692650759,2131.4544818681,2202.08689625521,2268.34206011297,2331.8942386912,2392.62534055137,2450.02324373693,2504.98796625812,2557.96567135655,2608.61924180381,
NCAR,SSP4,IND,Population,million,1224.614327,1303.30701929972,1376.3341499682,1438.73685998952,1489.14446627838,1531.73769839608,1565.22956621749,1588.99895459019,1600.93902386594,1600.57329620954,1587.5048461376,1562.2811175771,1525.96972144858,1480.03276584093,1426.15776250229,1366.43394693698,1302.63539531398,1236.42925218526,1169.26045990382,
NCAR,SSP5,IND,Population,million,1224.614327,1297.66453369451,1360.70588463482,1414.14760173006,1457.42689500417,1493.69149116467,1521.1823995791,1539.27281274979,1547.00046591783,1544.71054160768,1532.06651331734,1509.19626229914,1476.77099790909,1435.37282435626,1385.981211207,1329.63544404626,1267.83689436648,1202.18965415046,1134.33970243803,
OECD Env-Growth,SSP1,IND,Population,million,1224.614,1297.953,1361.281,1415.174,1458.929,1495.682,1523.66,1542.224,1550.397,1548.521,1536.252,1513.67,1481.442,1440.148,1390.771,1334.355,1272.411,1206.553,1138.436,
OECD Env-Growth,SSP2,IND,Population,million,1224.614,1307.933,1388.089,1461.771,1528.595,1590.438,1645.885,1694.572,1733.795,1762.641,1779.295,1784.823,1781.252,1768.805,1747.797,1718.939,1684.434,1644.924,1602.936,
OECD Env-Growth,SSP3,IND,Population,million,1224.614,1315.803,1412.09,1508.204,1603.709,1696.027,1787.902,1880.145,1970.55,2054.627,2131.454,2202.087,2268.342,2331.894,2392.625,2450.023,2504.988,2557.966,2608.619,
OECD Env-Growth,SSP4,IND,Population,million,1224.614,1303.307,1376.334,1438.737,1489.144,1531.738,1565.23,1588.999,1600.939,1600.573,1587.505,1562.281,1525.97,1480.033,1426.158,1366.434,1302.635,1236.429,1169.26,
OECD Env-Growth,SSP5,IND,Population,million,1224.614,1297.665,1360.706,1414.148,1457.427,1493.691,1521.182,1539.273,1547,1544.711,1532.067,1509.196,1476.771,1435.373,1385.981,1329.635,1267.837,1202.19,1134.34,
IIASA GDP,SSP1,IRL,Population,million,4.4699,4.77345733091236,5.05239818481687,5.31303676950599,5.56093152564361,5.80739498864925,6.05615927402814,6.30004174778853,6.52703068124674,6.72977711253268,6.90925513844773,7.06171301162782,7.19173449913998,7.28451207119084,7.34329458896535,7.37348777663038,7.36326234025596,7.3204205021147,7.24999653833636,
IIASA GDP,SSP2,IRL,Population,million,4.4699,4.76746881718551,5.03674346492172,5.28380515737539,5.51336759976841,5.73609057823343,5.95577144499863,6.16675033575485,6.35795901061201,6.5235633906451,6.66522057669113,6.77818312110017,6.86971095214468,6.94401180449946,7.00286006393816,7.04677768336188,7.07480796447895,7.08592156100568,7.07578228394174,
IIASA GDP,SSP3,IRL,Population,million,4.4699,4.72961789206398,4.92522105874621,5.06047472083304,5.15449451710297,5.22851080425146,5.28493882696559,5.31638988952178,5.31210268895562,5.27000199421184,5.19358783404647,5.08830407551916,4.96643382472289,4.83654325550349,4.7017454687592,4.55975770164636,4.40562614236963,4.23544939918918,4.05147098821757,
IIASA GDP,SSP4,IRL,Population,million,4.4699,4.75199964836891,4.99160803349199,5.19705009874044,5.37156291190131,5.53376658658296,5.68360206136024,5.81294424740847,5.91056877034959,5.97411893576332,6.00430205352168,5.99740905128955,5.96122840924941,5.90073285089633,5.81958704554177,5.72077375355273,5.60504068552516,5.4720238911582,5.31807212531703,
IIASA GDP,SSP5,IRL,Population,million,4.4699,4.80710737167364,5.15120993613568,5.51222709556088,5.88184338923427,6.26068185646429,6.6564584777353,7.06803230056818,7.48750523139292,7.90387138578266,8.31750861498894,8.71631626262363,9.10313023974388,9.46160859405632,9.79355457213994,10.102187419884,10.3722701185688,10.6110132147319,10.82373817673,
IIASA-WiC POP,SSP1,IRL,Population,million,4.4699,4.77345733091236,5.05239818481687,5.31303676950599,5.56093152564361,5.80739498864925,6.05615927402814,6.30004174778853,6.52703068124674,6.72977711253268,6.90925513844773,7.06171301162782,7.19173449913998,7.28451207119084,7.34329458896535,7.37348777663038,7.36326234025596,7.3204205021147,7.24999653833636,
IIASA-WiC POP,SSP2,IRL,Population,million,4.4699,4.76746881718551,5.03674346492172,5.28380515737539,5.51336759976841,5.73609057823343,5.95577144499863,6.16675033575485,6.35795901061201,6.5235633906451,6.66522057669113,6.77818312110017,6.86971095214468,6.94401180449946,7.00286006393816,7.04677768336188,7.07480796447895,7.08592156100568,7.07578228394174,
IIASA-WiC POP,SSP3,IRL,Population,million,4.4699,4.72961789206398,4.92522105874621,5.06047472083304,5.15449451710297,5.22851080425146,5.28493882696559,5.31638988952178,5.31210268895562,5.27000199421184,5.19358783404647,5.08830407551916,4.96643382472289,4.83654325550349,4.7017454687592,4.55975770164636,4.40562614236963,4.23544939918918,4.05147098821757,
IIASA-WiC POP,SSP4,IRL,Population,million,4.4699,4.75199964836891,4.99160803349199,5.19705009874044,5.37156291190131,5.53376658658296,5.68360206136024,5.81294424740847,5.91056877034959,5.97411893576332,6.00430205352168,5.99740905128955,5.96122840924941,5.90073285089633,5.81958704554177,5.72077375355273,5.60504068552516,5.4720238911582,5.31807212531703,
IIASA-WiC POP,SSP5,IRL,Population,million,4.4699,4.80710737167364,5.15120993613568,5.51222709556088,5.88184338923427,6.26068185646429,6.6564584777353,7.06803230056818,7.48750523139292,7.90387138578266,8.31750861498894,8.71631626262363,9.10313023974388,9.46160859405632,9.79355457213994,10.102187419884,10.3722701185688,10.6110132147319,10.82373817673,
NCAR,SSP1,IRL,Population,million,4.4699,4.77345733091236,5.05239818481687,5.31303676950599,5.56093152564361,5.80739498864925,6.05615927402814,6.30004174778853,6.52703068124674,6.72977711253268,6.90925513844773,7.06171301162782,7.19173449913998,7.28451207119084,7.34329458896535,7.37348777663038,7.36326234025596,7.3204205021147,7.24999653833636,
NCAR,SSP2,IRL,Population,million,4.4699,4.76746881718551,5.03674346492172,5.28380515737539,5.51336759976841,5.73609057823343,5.95577144499863,6.16675033575485,6.35795901061201,6.5235633906451,6.66522057669113,6.77818312110017,6.86971095214468,6.94401180449946,7.00286006393816,7.04677768336188,7.07480796447895,7.08592156100568,7.07578228394174,
NCAR,SSP3,IRL,Population,million,4.4699,4.72961789206398,4.92522105874621,5.06047472083304,5.15449451710297,5.22851080425146,5.28493882696559,5.31638988952178,5.31210268895562,5.27000199421184,5.19358783404647,5.08830407551916,4.96643382472289,4.83654325550349,4.7017454687592,4.55975770164636,4.40562614236963,4.23544939918918,4.05147098821757,
NCAR,SSP4,IRL,Population,million,4.4699,4.75199964836891,4.99160803349199,5.19705009874044,5.37156291190131,5.53376658658296,5.68360206136024,5.81294424740847,5.91056877034959,5.97411893576332,6.00430205352168,5.99740905128955,5.96122840924941,5.90073285089633,5.81958704554177,5.72077375355273,5.60504068552516,5.4720238911582,5.31807212531703,
NCAR,SSP5,IRL,Population,million,4.4699,4.80710737167364,5.15120993613568,5.51222709556088,5.88184338923427,6.26068185646429,6.6564584777353,7.06803230056818,7.48750523139292,7.90387138578266,8.31750861498894,8.71631626262363,9.10313023974388,9.46160859405632,9.79355457213994,10.102187419884,10.3722701185688,10.6110132147319,10.82373817673,
OECD Env-Growth,SSP1,IRL,Population,million,4.47,4.773,5.052,5.313,5.561,5.807,6.056,6.3,6.527,6.73,6.909,7.062,7.192,7.285,7.343,7.373,7.363,7.32,7.25,
OECD Env-Growth,SSP2,IRL,Population,million,4.47,4.767,5.037,5.284,5.513,5.736,5.956,6.167,6.358,6.524,6.665,6.778,6.87,6.944,7.003,7.047,7.075,7.086,7.076,
OECD Env-Growth,SSP3,IRL,Population,million,4.47,4.73,4.925,5.06,5.154,5.229,5.285,5.316,5.312,5.27,5.194,5.088,4.966,4.837,4.702,4.56,4.406,4.235,4.051,
OECD Env-Growth,SSP4,IRL,Population,million,4.47,4.752,4.992,5.197,5.372,5.534,5.684,5.813,5.911,5.974,6.004,5.997,5.961,5.901,5.82,5.721,5.605,5.472,5.318,
OECD Env-Growth,SSP5,IRL,Population,million,4.47,4.807,5.151,5.512,5.882,6.261,6.656,7.068,7.488,7.904,8.318,8.716,9.103,9.462,9.794,10.102,10.372,10.611,10.824,
IIASA GDP,SSP1,IRN,Population,million,73.9736299999999,78.0247334881701,81.3503738651996,83.7133015390922,85.295314727904,86.5124074405471,87.4044285184852,87.8067473236976,87.5544488884869,86.6551820340319,85.1775318820675,83.2149938112551,80.793644568166,77.8952850564053,74.5491906911111,70.5753769892044,66.2656830470521,61.8287605359766,57.2923754729542,
IIASA GDP,SSP2,IRN,Population,million,73.9736299999999,78.3440537166597,82.3386547129308,85.5064896972468,87.9499788410344,89.9541848831158,91.658285913371,92.8929124627227,93.4652353065186,93.3145579385101,92.471361201432,91.0593248717189,89.1520645635921,86.8104105415288,84.1781246975132,81.5034798651802,79.0206820398872,76.8240817736591,74.8152788960767,
IIASA GDP,SSP3,IRN,Population,million,73.9736299999999,78.7919520307996,83.5776783485025,87.7733269499614,91.3611854074807,94.5099341048519,97.5025405961485,100.273305859256,102.576197521199,104.159718300927,105.072380773341,105.520789989469,105.755769019134,106.023663625545,106.544035960563,107.478669536747,108.868476873041,110.622371269687,112.604241665273,
IIASA GDP,SSP4,IRN,Population,million,73.9736299999999,78.1384757103687,81.7086210658591,84.319108879941,86.0578719315771,87.3092143672977,88.136195369181,88.3953842116699,87.9110349843692,86.6611379362093,84.680775342408,82.0755841989137,78.9159550683677,75.2916545560468,71.3902117100612,67.4886798166132,63.8201206955655,60.4635871413564,57.3221731099949,
IIASA GDP,SSP5,IRN,Population,million,73.9736299999999,77.9863817812808,81.2300775107554,83.4789604799282,84.9597439136586,86.0836187827198,86.884568330842,87.1993241694267,86.8697208771215,85.9080299513132,84.3824245902472,82.3861036026173,79.9438844460651,77.0390551886699,73.7020509136252,69.7544147972316,65.4833775988914,61.0932572377033,56.6105592345908,
IIASA-WiC POP,SSP1,IRN,Population,million,73.9736299999999,78.0247334881701,81.3503738651996,83.7133015390922,85.295314727904,86.5124074405471,87.4044285184852,87.8067473236976,87.5544488884869,86.6551820340319,85.1775318820675,83.2149938112551,80.793644568166,77.8952850564053,74.5491906911111,70.5753769892044,66.2656830470521,61.8287605359766,57.2923754729542,
IIASA-WiC POP,SSP2,IRN,Population,million,73.9736299999999,78.3440537166597,82.3386547129308,85.5064896972468,87.9499788410344,89.9541848831158,91.658285913371,92.8929124627227,93.4652353065186,93.3145579385101,92.471361201432,91.0593248717189,89.1520645635921,86.8104105415288,84.1781246975132,81.5034798651802,79.0206820398872,76.8240817736591,74.8152788960767,
IIASA-WiC POP,SSP3,IRN,Population,million,73.9736299999999,78.7919520307996,83.5776783485025,87.7733269499614,91.3611854074807,94.5099341048519,97.5025405961485,100.273305859256,102.576197521199,104.159718300927,105.072380773341,105.520789989469,105.755769019134,106.023663625545,106.544035960563,107.478669536747,108.868476873041,110.622371269687,112.604241665273,
IIASA-WiC POP,SSP4,IRN,Population,million,73.9736299999999,78.1384757103687,81.7086210658591,84.319108879941,86.0578719315771,87.3092143672977,88.136195369181,88.3953842116699,87.9110349843692,86.6611379362093,84.680775342408,82.0755841989137,78.9159550683677,75.2916545560468,71.3902117100612,67.4886798166132,63.8201206955655,60.4635871413564,57.3221731099949,
IIASA-WiC POP,SSP5,IRN,Population,million,73.9736299999999,77.9863817812808,81.2300775107554,83.4789604799282,84.9597439136586,86.0836187827198,86.884568330842,87.1993241694267,86.8697208771215,85.9080299513132,84.3824245902472,82.3861036026173,79.9438844460651,77.0390551886699,73.7020509136252,69.7544147972316,65.4833775988914,61.0932572377033,56.6105592345908,
NCAR,SSP1,IRN,Population,million,73.9736299999999,78.0247334881701,81.3503738651996,83.7133015390922,85.295314727904,86.5124074405471,87.4044285184852,87.8067473236976,87.5544488884869,86.6551820340319,85.1775318820675,83.2149938112551,80.793644568166,77.8952850564053,74.5491906911111,70.5753769892044,66.2656830470521,61.8287605359766,57.2923754729542,
NCAR,SSP2,IRN,Population,million,73.9736299999999,78.3440537166597,82.3386547129308,85.5064896972468,87.9499788410344,89.9541848831158,91.658285913371,92.8929124627227,93.4652353065186,93.3145579385101,92.471361201432,91.0593248717189,89.1520645635921,86.8104105415288,84.1781246975132,81.5034798651802,79.0206820398872,76.8240817736591,74.8152788960767,
NCAR,SSP3,IRN,Population,million,73.9736299999999,78.7919520307996,83.5776783485025,87.7733269499614,91.3611854074807,94.5099341048519,97.5025405961485,100.273305859256,102.576197521199,104.159718300927,105.072380773341,105.520789989469,105.755769019134,106.023663625545,106.544035960563,107.478669536747,108.868476873041,110.622371269687,112.604241665273,
NCAR,SSP4,IRN,Population,million,73.9736299999999,78.1384757103687,81.7086210658591,84.319108879941,86.0578719315771,87.3092143672977,88.136195369181,88.3953842116699,87.9110349843692,86.6611379362093,84.680775342408,82.0755841989137,78.9159550683677,75.2916545560468,71.3902117100612,67.4886798166132,63.8201206955655,60.4635871413564,57.3221731099949,
NCAR,SSP5,IRN,Population,million,73.9736299999999,77.9863817812808,81.2300775107554,83.4789604799282,84.9597439136586,86.0836187827198,86.884568330842,87.1993241694267,86.8697208771215,85.9080299513132,84.3824245902472,82.3861036026173,79.9438844460651,77.0390551886699,73.7020509136252,69.7544147972316,65.4833775988914,61.0932572377033,56.6105592345908,
OECD Env-Growth,SSP1,IRN,Population,million,73.974,78.025,81.35,83.713,85.295,86.512,87.404,87.807,87.554,86.655,85.178,83.215,80.794,77.895,74.549,70.575,66.266,61.829,57.292,
OECD Env-Growth,SSP2,IRN,Population,million,73.974,78.344,82.339,85.506,87.95,89.954,91.658,92.893,93.465,93.315,92.471,91.059,89.152,86.81,84.178,81.503,79.021,76.824,74.815,
OECD Env-Growth,SSP3,IRN,Population,million,73.974,78.792,83.578,87.773,91.361,94.51,97.503,100.273,102.576,104.16,105.072,105.521,105.756,106.024,106.544,107.479,108.868,110.622,112.604,
OECD Env-Growth,SSP4,IRN,Population,million,73.974,78.138,81.709,84.319,86.058,87.309,88.136,88.395,87.911,86.661,84.681,82.076,78.916,75.292,71.39,67.489,63.82,60.464,57.322,
OECD Env-Growth,SSP5,IRN,Population,million,73.974,77.986,81.23,83.479,84.96,86.084,86.885,87.199,86.87,85.908,84.382,82.386,79.944,77.039,73.702,69.754,65.483,61.093,56.611,
IIASA GDP,SSP1,IRQ,Population,million,31.671591,35.7154858232428,39.5519440173896,43.2404300252635,46.7291506409692,50.0818632148068,53.1112616310262,55.6908775267658,57.8041742098104,59.5428680199919,60.9379664234404,62.0309896076583,62.8030439116635,63.2378892917728,63.3324084146946,63.0950715881421,62.5357451944215,61.5643962256346,60.0971515432439,
IIASA GDP,SSP2,IRQ,Population,million,31.671591,36.1997864095575,40.7723034045909,45.4173346670681,50.1744741621138,54.9134710697785,59.5345636959806,63.8420938811601,67.7574899784507,71.361399135433,74.6705586810949,77.6673682697269,80.3865532954854,82.7131126168814,84.6488731913292,86.1468038216974,87.2538447447289,88.0400633547984,88.4941376915269,
IIASA GDP,SSP3,IRQ,Population,million,31.671591,36.6283055425698,42.3538492395167,48.6990413845512,55.6084078377325,62.8175963453031,70.3045738632045,78.0936090485847,86.1976274535412,94.4756892885902,102.891374126507,111.44400921571,120.147572570201,128.998162536176,137.946769384435,146.943628585377,155.978892469767,165.070249568881,174.243273104964,
IIASA GDP,SSP4,IRQ,Population,million,31.671591,36.5882813317055,42.2199214297084,48.4084269186834,55.1174370560272,62.075477559974,69.26053208674,76.6943461957783,84.3867685017059,92.1963391038283,100.084820610096,108.084753729584,116.219514194383,124.49456471314,132.866340085612,141.285598714435,149.739504320964,158.244049325769,166.825008881595,
IIASA GDP,SSP5,IRQ,Population,million,31.671591,35.6830860995574,39.4405075029619,42.9905390076956,46.3149411948793,49.4785584717544,52.2950652116673,54.6422299296722,56.5079754950685,57.9872898965646,59.1160448627295,59.9687213043808,60.5330170775055,60.7961900098977,60.7578160882581,60.4287906060586,59.8210089597422,58.8486374129613,57.4316174480512,
IIASA-WiC POP,SSP1,IRQ,Population,million,31.671591,35.7154858232428,39.5519440173896,43.2404300252635,46.7291506409692,50.0818632148068,53.1112616310262,55.6908775267658,57.8041742098104,59.5428680199919,60.9379664234404,62.0309896076583,62.8030439116635,63.2378892917728,63.3324084146946,63.0950715881421,62.5357451944215,61.5643962256346,60.0971515432439,
IIASA-WiC POP,SSP2,IRQ,Population,million,31.671591,36.1997864095575,40.7723034045909,45.4173346670681,50.1744741621138,54.9134710697785,59.5345636959806,63.8420938811601,67.7574899784507,71.361399135433,74.6705586810949,77.6673682697269,80.3865532954854,82.7131126168814,84.6488731913292,86.1468038216974,87.2538447447289,88.0400633547984,88.4941376915269,
IIASA-WiC POP,SSP3,IRQ,Population,million,31.671591,36.6283055425698,42.3538492395167,48.6990413845512,55.6084078377325,62.8175963453031,70.3045738632045,78.0936090485847,86.1976274535412,94.4756892885902,102.891374126507,111.44400921571,120.147572570201,128.998162536176,137.946769384435,146.943628585377,155.978892469767,165.070249568881,174.243273104964,
IIASA-WiC POP,SSP4,IRQ,Population,million,31.671591,36.5882813317055,42.2199214297084,48.4084269186834,55.1174370560272,62.075477559974,69.26053208674,76.6943461957783,84.3867685017059,92.1963391038283,100.084820610096,108.084753729584,116.219514194383,124.49456471314,132.866340085612,141.285598714435,149.739504320964,158.244049325769,166.825008881595,
IIASA-WiC POP,SSP5,IRQ,Population,million,31.671591,35.6830860995574,39.4405075029619,42.9905390076956,46.3149411948793,49.4785584717544,52.2950652116673,54.6422299296722,56.5079754950685,57.9872898965646,59.1160448627295,59.9687213043808,60.5330170775055,60.7961900098977,60.7578160882581,60.4287906060586,59.8210089597422,58.8486374129613,57.4316174480512,
NCAR,SSP1,IRQ,Population,million,31.671591,35.7154858232428,39.5519440173896,43.2404300252635,46.7291506409692,50.0818632148068,53.1112616310262,55.6908775267658,57.8041742098104,59.5428680199919,60.9379664234404,62.0309896076583,62.8030439116635,63.2378892917728,63.3324084146946,63.0950715881421,62.5357451944215,61.5643962256346,60.0971515432439,
NCAR,SSP2,IRQ,Population,million,31.671591,36.1997864095575,40.7723034045909,45.4173346670681,50.1744741621138,54.9134710697785,59.5345636959806,63.8420938811601,67.7574899784507,71.361399135433,74.6705586810949,77.6673682697269,80.3865532954854,82.7131126168814,84.6488731913292,86.1468038216974,87.2538447447289,88.0400633547984,88.4941376915269,
NCAR,SSP3,IRQ,Population,million,31.671591,36.6283055425698,42.3538492395167,48.6990413845512,55.6084078377325,62.8175963453031,70.3045738632045,78.0936090485847,86.1976274535412,94.4756892885902,102.891374126507,111.44400921571,120.147572570201,128.998162536176,137.946769384435,146.943628585377,155.978892469767,165.070249568881,174.243273104964,
NCAR,SSP4,IRQ,Population,million,31.671591,36.5882813317055,42.2199214297084,48.4084269186834,55.1174370560272,62.075477559974,69.26053208674,76.6943461957783,84.3867685017059,92.1963391038283,100.084820610096,108.084753729584,116.219514194383,124.49456471314,132.866340085612,141.285598714435,149.739504320964,158.244049325769,166.825008881595,
NCAR,SSP5,IRQ,Population,million,31.671591,35.6830860995574,39.4405075029619,42.9905390076956,46.3149411948793,49.4785584717544,52.2950652116673,54.6422299296722,56.5079754950685,57.9872898965646,59.1160448627295,59.9687213043808,60.5330170775055,60.7961900098977,60.7578160882581,60.4287906060586,59.8210089597422,58.8486374129613,57.4316174480512,
OECD Env-Growth,SSP1,IRQ,Population,million,31.672,35.715,39.552,43.24,46.729,50.082,53.111,55.691,57.804,59.543,60.938,62.031,62.803,63.238,63.332,63.095,62.536,61.564,60.097,
OECD Env-Growth,SSP2,IRQ,Population,million,31.672,36.2,40.772,45.417,50.174,54.913,59.535,63.842,67.757,71.361,74.671,77.667,80.387,82.713,84.649,86.147,87.254,88.04,88.494,
OECD Env-Growth,SSP3,IRQ,Population,million,31.672,36.628,42.354,48.699,55.608,62.818,70.305,78.094,86.198,94.476,102.891,111.444,120.148,128.998,137.947,146.944,155.979,165.07,174.243,
OECD Env-Growth,SSP4,IRQ,Population,million,31.672,36.588,42.22,48.408,55.117,62.075,69.261,76.694,84.387,92.196,100.085,108.085,116.22,124.495,132.866,141.286,149.74,158.244,166.825,
OECD Env-Growth,SSP5,IRQ,Population,million,31.672,35.683,39.441,42.991,46.315,49.479,52.295,54.642,56.508,57.987,59.116,59.969,60.533,60.796,60.758,60.429,59.821,58.849,57.432,
IIASA GDP,SSP1,ISL,Population,million,0.320135945621368,0.345272287608294,0.369759675081017,0.393783080177764,0.416736908510933,0.438918768913388,0.461013682393618,0.482947269431669,0.504132086750151,0.524062628965747,0.542640235670061,0.559145537185046,0.572991329779337,0.584583511255804,0.592902130619867,0.597459736774079,0.598612337071302,0.597050413087265,0.593481067289784,
IIASA GDP,SSP2,ISL,Population,million,0.320135945621368,0.344936042908754,0.368744573105211,0.391752498031649,0.413212834029918,0.433497998562712,0.453515486237825,0.473288732574608,0.492265418073757,0.509907162093875,0.52601435398573,0.540059955683528,0.55244622814578,0.563415380924723,0.572724401109961,0.580072764606507,0.58541082732893,0.588218397397573,0.588682921010187,
IIASA GDP,SSP3,ISL,Population,million,0.320135945621368,0.341522307075822,0.358828891051224,0.372092232218633,0.382150295756388,0.390076160694958,0.396254612596513,0.400590291938997,0.402603511851827,0.402307475464688,0.399948057322896,0.395536695211637,0.389392041568264,0.381670273966328,0.372420088623043,0.361740402809966,0.349961463771211,0.337244059356096,0.32360893880068,
IIASA GDP,SSP4,ISL,Population,million,0.320135945621368,0.343599374836376,0.364767939715918,0.383944591801264,0.400560005726609,0.415640600249629,0.429460102248759,0.441639961511419,0.451498564824625,0.459038987147944,0.464324665971713,0.466980443941198,0.467255357727185,0.465184663481581,0.460581568456457,0.453484889210021,0.444212429958749,0.432432045586999,0.418363630260376,
IIASA GDP,SSP5,ISL,Population,million,0.320135945621368,0.34821006290053,0.378460870725241,0.411374799194453,0.444882937008193,0.478341317740073,0.513052272896876,0.549740773633609,0.588210724366799,0.627416398844039,0.66690151250027,0.705086609581927,0.741415181004458,0.776645305515888,0.809760839486756,0.839836547929007,0.86673542182926,0.890919550827722,0.913171150118315,
IIASA-WiC POP,SSP1,ISL,Population,million,0.320135945621368,0.345272287608294,0.369759675081017,0.393783080177764,0.416736908510933,0.438918768913388,0.461013682393618,0.482947269431669,0.504132086750151,0.524062628965747,0.542640235670061,0.559145537185046,0.572991329779337,0.584583511255804,0.592902130619867,0.597459736774079,0.598612337071302,0.597050413087265,0.593481067289784,
