Model,Scenario (History),Region,Variable,Unit,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2008,2010
History,WUP2009,ESP,Population,million,30.413044,32.108561,33.791761,35.738587,37.495321,38.476148,38.889158,39.426834,40.288457,43.395441,,46.076989
History,World Bank (WDI),ESP,Population,million,30.413044,32.108561,33.791761,35.738587,37.495321,38.476148,38.889158,39.426834,40.288457,43.395441,45.146258,46.076989
History,WPP2010,EST,Population,million,1.216003,1.290996,1.365002,1.431998,1.472898,1.52579,1.567631,1.44071,1.370749,1.345857,1.342145,1.34114
History,WUP2009,EST,Population,million,1.216003,1.290996,1.365002,1.431998,1.472898,1.52579,1.567631,1.44071,1.370749,1.345857,,1.34114
History,World Bank (WDI),EST,Population,million,1.216003,1.290996,1.365002,1.431998,1.472898,1.52579,1.567631,1.44071,1.370749,1.345857,1.342145,1.34114
History,WPP2010,ETH,Population,million,22.55335,25.480202,28.959382,32.958964,35.426282,41.077517,48.333261,57.042197,65.577897,74.263861,79.446419,82.949541
History,WUP2009,ETH,Population,million,22.55335,25.480202,28.959382,32.958964,35.426282,41.077517,48.333261,57.042197,65.577897,74.263861,,82.949541
History,World Bank (WDI),ETH,Population,million,22.55335,25.480202,28.959382,32.958964,35.426282,41.077517,48.333261,57.042197,65.577897,74.263861,79.446419,82.949541
History,WPP2010,FIN,Population,million,4.430001,4.564002,4.605998,4.711432,4.779488,4.902206,4.986441,5.107802,5.17337,5.244342,5.316334,5.364546
History,WUP2009,FIN,Population,million,4.430001,4.564002,4.605998,4.711432,4.779488,4.902206,4.986441,5.107802,5.17337,5.244342,,5.364546
History,World Bank (WDI),FIN,Population,million,4.430001,4.564002,4.605998,4.711432,4.779488,4.902206,4.986441,5.107802,5.17337,5.244342,5.316334,5.364546
History,WPP2010,FJI,Population,million,0.393366,0.463885,0.520555,0.576634,0.635297,0.711703,0.72839,0.775651,0.811718,0.822553,0.843651,0.860623
History,WUP2009,FJI,Population,million,0.393366,0.463885,0.520555,0.576634,0.635297,0.711703,0.72839,0.775651,0.811718,0.822553,,0.860623
History,World Bank (WDI),FJI,Population,million,0.393366,0.463885,0.520555,0.576634,0.635297,0.711703,0.72839,0.775651,0.811718,0.822553,0.843651,0.860623
History,WPP2010,FLK,Population,million,0.002144,0.002074,0.001991,0.001917,0.001856,0.001856,0.001993,0.002439,0.002881,0.002958,0.002993,0.003017
History,WUP2009,FLK,Population,million,0.002144,0.002074,0.001991,0.001917,0.001856,0.001856,0.001993,0.002439,0.002881,0.002958,,0.003017
History,World Bank (WDI),FLK,Population,million,0.002144,0.002074,0.001991,0.001917,0.001856,0.001856,0.001993,0.002439,0.002881,0.002958,0.002993,0.003017
History,WPP2010,FRA,Population,million,45.688594,48.754817,50.763212,52.691826,53.880143,55.281465,56.70826,57.844501,59.047795,60.996506,62.098413,62.787427
History,WUP2009,FRA,Population,million,45.688594,48.754817,50.763212,52.691826,53.880143,55.281465,56.70826,57.844501,59.047795,60.996506,,62.787427
History,World Bank (WDI),FRA,Population,million,45.688594,48.754817,50.763212,52.691826,53.880143,55.281465,56.70826,57.844501,59.047795,60.996506,62.098413,62.787427
History,WPP2010,FRO,Population,million,0.034334,0.036391,0.038547,0.040403,0.042779,0.045497,0.047558,0.043483,0.045743,0.048258,0.048597,0.048708
History,WUP2009,FRO,Population,million,0.034334,0.036391,0.038547,0.040403,0.042779,0.045497,0.047558,0.043483,0.045743,0.048258,,0.048708
History,World Bank (WDI),FRO,Population,million,0.034334,0.036391,0.038547,0.040403,0.042779,0.045497,0.047558,0.043483,0.045743,0.048258,0.048597,0.048708
History,WPP2010,FSM,Population,million,0.044536,0.052236,0.061431,0.063143,0.072962,0.085682,0.096319,0.107233,0.107103,0.109419,0.110367,0.111064
History,WUP2009,FSM,Population,million,0.044536,0.052236,0.061431,0.063143,0.072962,0.085682,0.096319,0.107233,0.107103,0.109419,,0.111064
History,World Bank (WDI),FSM,Population,million,0.044536,0.052236,0.061431,0.063143,0.072962,0.085682,0.096319,0.107233,0.107103,0.109419,0.110367,0.111064
History,WPP2010,GAB,Population,million,0.485732,0.50188,0.529526,0.595417,0.682641,0.79381,0.929044,1.087327,1.235274,1.370729,1.45031,1.505463
History,WUP2009,GAB,Population,million,0.485732,0.50188,0.529526,0.595417,0.682641,0.79381,0.929044,1.087327,1.235274,1.370729,,1.505463
History,World Bank (WDI),GAB,Population,million,0.485732,0.50188,0.529526,0.595417,0.682641,0.79381,0.929044,1.087327,1.235274,1.370729,1.45031,1.505463
History,WPP2010,GBR,Population,million,52.544356,54.349899,55.64539,56.23425,56.303011,56.516908,57.214474,57.99721,58.874117,60.202727,61.270318,62.03557
History,WUP2009,GBR,Population,million,52.544356,54.349899,55.64539,56.23425,56.303011,56.516908,57.214474,57.99721,58.874117,60.202727,,62.03557
History,World Bank (WDI),GBR,Population,million,52.544356,54.349899,55.64539,56.23425,56.303011,56.516908,57.214474,57.99721,58.874117,60.202727,61.270318,62.03557
History,WPP2010,GEO,Population,million,4.1595,4.477493,4.707491,4.907996,5.073,5.287002,5.459999,5.069269,4.745765,4.477006,4.394018,4.352244
History,WUP2009,GEO,Population,million,4.1595,4.477493,4.707491,4.907996,5.073,5.287002,5.459999,5.069269,4.745765,4.477006,,4.352244
History,World Bank (WDI),GEO,Population,million,4.1595,4.477493,4.707491,4.907996,5.073,5.287002,5.459999,5.069269,4.745765,4.477006,4.394018,4.352244
History,WPP2010,GHA,Population,million,6.742107,7.807845,8.681818,9.922663,10.922708,12.871965,14.793415,16.996901,19.16549,21.639806,23.264176,24.391823
History,WUP2009,GHA,Population,million,6.742107,7.807845,8.681818,9.922663,10.922708,12.871965,14.793415,16.996901,19.16549,21.639806,,24.391823
History,World Bank (WDI),GHA,Population,million,6.742107,7.807845,8.681818,9.922663,10.922708,12.871965,14.793415,16.996901,19.16549,21.639806,23.264176,24.391823
History,WPP2010,GIB,Population,million,0.021518,0.023248,0.024654,0.02544,0.026565,0.026608,0.02683,0.027283,0.027348,0.029075,0.029287,0.029244
History,WUP2009,GIB,Population,million,0.021518,0.023248,0.024654,0.02544,0.026565,0.026608,0.02683,0.027283,0.027348,0.029075,,0.029244
History,World Bank (WDI),GIB,Population,million,0.021518,0.023248,0.024654,0.02544,0.026565,0.026608,0.02683,0.027283,0.027348,0.029075,0.029287,0.029244
History,WPP2010,GIN,Population,million,3.540756,3.822583,4.153653,4.286863,4.406831,4.923603,5.759374,7.565235,8.344486,9.041448,9.55911,9.98159
History,WUP2009,GIN,Population,million,3.540756,3.822583,4.153653,4.286863,4.406831,4.923603,5.759374,7.565235,8.344486,9.041448,,9.98159
History,World Bank (WDI),GIN,Population,million,3.540756,3.822583,4.153653,4.286863,4.406831,4.923603,5.759374,7.565235,8.344486,9.041448,9.55911,9.98159
History,WPP2010,GLP,Population,million,0.275526,0.300691,0.320063,0.328514,0.326951,0.355037,0.386465,0.4047,0.427214,0.445814,0.455247,0.460666
History,WUP2009,GLP,Population,million,0.275526,0.300691,0.320063,0.328514,0.326951,0.355037,0.386465,0.4047,0.427214,0.445814,,0.460666
History,World Bank (WDI),GLP,Population,million,0.275526,0.300691,0.320063,0.328514,0.326951,0.355037,0.386465,0.4047,0.427214,0.445814,0.455247,0.460666
History,WPP2010,GMB,Population,million,0.372625,0.40945,0.458663,0.53811,0.629786,0.76846,0.966151,1.126183,1.297084,1.503678,1.636107,1.728394
History,WUP2009,GMB,Population,million,0.372625,0.40945,0.458663,0.53811,0.629786,0.76846,0.966151,1.126183,1.297084,1.503678,,1.728394
History,World Bank (WDI),GMB,Population,million,0.372625,0.40945,0.458663,0.53811,0.629786,0.76846,0.966151,1.126183,1.297084,1.503678,1.636107,1.728394
History,WPP2010,GNB,Population,million,0.593289,0.597695,0.602916,0.694113,0.834611,0.921889,1.016695,1.125392,1.240655,1.367695,1.453757,1.515224
History,WUP2009,GNB,Population,million,0.593289,0.597695,0.602916,0.694113,0.834611,0.921889,1.016695,1.125392,1.240655,1.367695,,1.515224
History,World Bank (WDI),GNB,Population,million,0.593289,0.597695,0.602916,0.694113,0.834611,0.921889,1.016695,1.125392,1.240655,1.367695,1.453757,1.515224
History,WPP2010,GNQ,Population,million,0.252115,0.269429,0.290907,0.23824,0.220582,0.312634,0.373887,0.442527,0.52038,0.607739,0.662327,0.700401
History,WUP2009,GNQ,Population,million,0.252115,0.269429,0.290907,0.23824,0.220582,0.312634,0.373887,0.442527,0.52038,0.607739,,0.700401
History,World Bank (WDI),GNQ,Population,million,0.252115,0.269429,0.290907,0.23824,0.220582,0.312634,0.373887,0.442527,0.52038,0.607739,0.662327,0.700401
History,WPP2010,GRC,Population,million,8.333499,8.551005,8.793002,9.046544,9.642504,9.934292,10.160501,10.671809,10.986883,11.183114,11.291807,11.359346
History,WUP2009,GRC,Population,million,8.333499,8.551005,8.793002,9.046544,9.642504,9.934292,10.160501,10.671809,10.986883,11.183114,,11.359346
History,World Bank (WDI),GRC,Population,million,8.333499,8.551005,8.793002,9.046544,9.642504,9.934292,10.160501,10.671809,10.986883,11.183114,11.291807,11.359346
History,WPP2010,GRD,Population,million,0.089844,0.094561,0.094393,0.092408,0.088936,0.099824,0.0962,0.100163,0.101522,0.102734,0.103723,0.104487
History,WUP2009,GRD,Population,million,0.089844,0.094561,0.094393,0.092408,0.088936,0.099824,0.0962,0.100163,0.101522,0.102734,,0.104487
History,World Bank (WDI),GRD,Population,million,0.089844,0.094561,0.094393,0.092408,0.088936,0.099824,0.0962,0.100163,0.101522,0.102734,0.103723,0.104487
History,WPP2010,GRL,Population,million,0.032649,0.039215,0.046431,0.049586,0.050208,0.053173,0.055552,0.055617,0.056196,0.05719,0.057317,0.057296
History,WUP2009,GRL,Population,million,0.032649,0.039215,0.046431,0.049586,0.050208,0.053173,0.055552,0.055617,0.056196,0.05719,,0.057296
History,World Bank (WDI),GRL,Population,million,0.032649,0.039215,0.046431,0.049586,0.050208,0.053173,0.055552,0.055617,0.056196,0.05719,0.057317,0.057296
History,WPP2010,GTM,Population,million,4.158956,4.762956,5.447687,6.228224,7.036484,7.954682,8.923131,10.015675,11.237101,12.717154,13.690846,14.388929
History,WUP2009,GTM,Population,million,4.158956,4.762956,5.447687,6.228224,7.036484,7.954682,8.923131,10.015675,11.237101,12.717154,,14.388929
History,World Bank (WDI),GTM,Population,million,4.158956,4.762956,5.447687,6.228224,7.036484,7.954682,8.923131,10.015675,11.237101,12.717154,13.690846,14.388929
History,WPP2010,GUF,Population,million,0.032377,0.039347,0.048561,0.056949,0.067799,0.087473,0.117038,0.138916,0.164983,0.201993,0.219931,0.231151
History,WUP2009,GUF,Population,million,0.032377,0.039347,0.048561,0.056949,0.067799,0.087473,0.117038,0.138916,0.164983,0.201993,,0.231151
History,World Bank (WDI),GUF,Population,million,0.032377,0.039347,0.048561,0.056949,0.067799,0.087473,0.117038,0.138916,0.164983,0.201993,0.219931,0.231151
History,WPP2010,GUM,Population,million,0.067436,0.075911,0.085459,0.09538,0.106572,0.119464,0.133914,0.145559,0.155147,0.168565,0.175538,0.179896
History,WUP2009,GUM,Population,million,0.067436,0.075911,0.085459,0.09538,0.106572,0.119464,0.133914,0.145559,0.155147,0.168565,,0.179896
History,World Bank (WDI),GUM,Population,million,0.067436,0.075911,0.085459,0.09538,0.106572,0.119464,0.133914,0.145559,0.155147,0.168565,0.175538,0.179896
History,WPP2010,GUY,Population,million,0.560184,0.640447,0.720738,0.748809,0.776856,0.751636,0.724931,0.727979,0.733101,0.746235,0.751578,0.754493
History,WUP2009,GUY,Population,million,0.560184,0.640447,0.720738,0.748809,0.776856,0.751636,0.724931,0.727979,0.733101,0.746235,,0.754493
History,World Bank (WDI),GUY,Population,million,0.560184,0.640447,0.720738,0.748809,0.776856,0.751636,0.724931,0.727979,0.733101,0.746235,0.751578,0.754493
History,WPP2010,HKG,Population,million,3.075605,3.80168,3.958092,4.355208,5.053554,5.41463,5.793857,6.144316,6.783317,6.809859,6.926368,7.053189
History,WUP2009,HKG,Population,million,3.075605,3.80168,3.958092,4.355208,5.053554,5.41463,5.793857,6.144316,6.783317,6.809859,,7.053189
History,World Bank (WDI),HKG,Population,million,3.075605,3.80168,3.958092,4.355208,5.053554,5.41463,5.793857,6.144316,6.783317,6.809859,6.926368,7.053189
History,WPP2010,HND,Population,million,1.99953,2.349455,2.688208,3.102649,3.62764,4.22587,4.889311,5.575099,6.218151,6.879243,7.302742,7.600524
History,WUP2009,HND,Population,million,1.99953,2.349455,2.688208,3.102649,3.62764,4.22587,4.889311,5.575099,6.218151,6.879243,,7.600524
History,World Bank (WDI),HND,Population,million,1.99953,2.349455,2.688208,3.102649,3.62764,4.22587,4.889311,5.575099,6.218151,6.879243,7.302742,7.600524
History,WPP2010,HRV,Population,million,4.045251,4.121599,4.169217,4.263294,4.376608,4.471404,4.5172,4.669001,4.505533,4.441986,4.418387,4.40333
History,WUP2009,HRV,Population,million,4.045251,4.121599,4.169217,4.263294,4.376608,4.471404,4.5172,4.669001,4.505533,4.441986,,4.40333
History,World Bank (WDI),HRV,Population,million,4.045251,4.121599,4.169217,4.263294,4.376608,4.471404,4.5172,4.669001,4.505533,4.441986,4.418387,4.40333
History,WPP2010,HTI,Population,million,3.867502,4.27276,4.709644,5.141143,5.687812,6.395193,7.124877,7.877569,8.645371,9.347262,9.736332,9.993247
History,WUP2009,HTI,Population,million,3.867502,4.27276,4.709644,5.141143,5.687812,6.395193,7.124877,7.877569,8.645371,9.347262,,9.993247
History,World Bank (WDI),HTI,Population,million,3.867502,4.27276,4.709644,5.141143,5.687812,6.395193,7.124877,7.877569,8.645371,9.347262,9.736332,9.993247
History,WPP2010,HUN,Population,million,9.982612,10.140871,10.31542,10.520246,10.698534,10.542504,10.37632,10.331403,10.210545,10.086936,10.021886,9.983645
History,WUP2009,HUN,Population,million,9.982612,10.140871,10.31542,10.520246,10.698534,10.542504,10.37632,10.331403,10.210545,10.086936,,9.983645
History,World Bank (WDI),HUN,Population,million,9.982612,10.140871,10.31542,10.520246,10.698534,10.542504,10.37632,10.331403,10.210545,10.086936,10.021886,9.983645
History,WPP2010,IDN,Population,million,91.946612,104.146696,118.36174,134.105926,150.820044,168.119209,184.345939,199.400339,213.395411,227.303175,234.951154,239.870937
History,WUP2009,IDN,Population,million,91.946612,104.146696,118.36174,134.105926,150.820044,168.119209,184.345939,199.400339,213.395411,227.303175,,239.870937
History,World Bank (WDI),IDN,Population,million,91.946612,104.146696,118.36174,134.105926,150.820044,168.119209,184.345939,199.400339,213.395411,227.303175,234.951154,239.870937
History,WPP2010,IMN,Population,million,0.048445,0.050717,0.056717,0.060945,0.065112,0.064448,0.070313,0.072183,0.076803,0.079994,0.081798,0.082869
History,WUP2009,IMN,Population,million,0.048445,0.050717,0.056717,0.060945,0.065112,0.064448,0.070313,0.072183,0.076803,0.079994,,0.082869
History,World Bank (WDI),IMN,Population,million,0.048445,0.050717,0.056717,0.060945,0.065112,0.064448,0.070313,0.072183,0.076803,0.079994,0.081798,0.082869
History,WPP2010,IND,Population,million,447.844159,496.400381,553.87389,622.096682,700.058589,784.490842,873.785449,964.486155,1053.898107,1140.042863,1190.863679,1224.614327
History,WUP2009,IND,Population,million,447.844159,496.400381,553.87389,622.096682,700.058589,784.490842,873.785449,964.486155,1053.898107,1140.042863,,1224.614327
History,World Bank (WDI),IND,Population,million,447.844159,496.400381,553.87389,622.096682,700.058589,784.490842,873.785449,964.486155,1053.898107,1140.042863,1190.863679,1224.614327
History,WPP2010,IRL,Population,million,2.828866,2.874711,2.96302,3.183759,3.417798,3.534103,3.531219,3.610958,3.80378,4.158042,4.352866,4.4699
History,WUP2009,IRL,Population,million,2.828866,2.874711,2.96302,3.183759,3.417798,3.534103,3.531219,3.610958,3.80378,4.158042,,4.4699
History,World Bank (WDI),IRL,Population,million,2.828866,2.874711,2.96302,3.183759,3.417798,3.534103,3.531219,3.610958,3.80378,4.158042,4.352866,4.4699
History,WPP2010,IRN,Population,million,21.999103,25.063612,28.662011,32.793173,38.576541,46.497235,54.870583,59.757114,65.342319,69.732007,72.289291,73.97363
History,WUP2009,IRN,Population,million,21.999103,25.063612,28.662011,32.793173,38.576541,46.497235,54.870583,59.757114,65.342319,69.732007,,73.97363
History,World Bank (WDI),IRN,Population,million,21.999103,25.063612,28.662011,32.793173,38.576541,46.497235,54.870583,59.757114,65.342319,69.732007,72.289291,73.97363
History,WPP2010,IRQ,Population,million,7.379922,8.483109,10.021785,11.783644,13.743534,15.477228,17.373767,20.288226,23.857458,27.359461,29.821136,31.671591
History,WUP2009,IRQ,Population,million,7.379922,8.483109,10.021785,11.783644,13.743534,15.477228,17.373767,20.288226,23.857458,27.359461,,31.671591
History,World Bank (WDI),IRQ,Population,million,7.379922,8.483109,10.021785,11.783644,13.743534,15.477228,17.373767,20.288226,23.857458,27.359461,29.821136,31.671591
History,WPP2010,ISL,Population,million,0.175998,0.192,0.204101,0.218031,0.22816,0.241398,0.254793,0.267478,0.28121,0.296743,0.310666,0.320136
History,WUP2009,ISL,Population,million,0.175998,0.192,0.204101,0.218031,0.22816,0.241398,0.254793,0.267478,0.28121,0.296743,,0.320136
History,World Bank (WDI),ISL,Population,million,0.175998,0.192,0.204101,0.218031,0.22816,0.241398,0.254793,0.267478,0.28121,0.296743,0.310666,0.320136
History,WPP2010,ISR,Population,million,2.089963,2.522641,2.849534,3.336984,3.745797,4.083495,4.499949,5.332079,6.014953,6.604572,7.092324,7.4184
History,WUP2009,ISR,Population,million,2.089963,2.522641,2.849534,3.336984,3.745797,4.083495,4.499949,5.332079,6.014953,6.604572,,7.4184
History,World Bank (WDI),ISR,Population,million,2.089963,2.522641,2.849534,3.336984,3.745797,4.083495,4.499949,5.332079,6.014953,6.604572,7.092324,7.4184
History,WPP2010,ITA,Population,million,49.519312,51.453513,53.324772,55.095516,56.221171,56.772141,56.83233,56.968039,56.986329,58.671206,59.891479,60.550848
History,WUP2009,ITA,Population,million,49.519312,51.453513,53.324772,55.095516,56.221171,56.772141,56.83233,56.968039,56.986329,58.671206,,60.550848
History,World Bank (WDI),ITA,Population,million,49.519312,51.453513,53.324772,55.095516,56.221171,56.772141,56.83233,56.968039,56.986329,58.671206,59.891479,60.550848
History,WPP2010,JAM,Population,million,1.629025,1.7604,1.869031,2.012156,2.13239,2.297232,2.364909,2.461516,2.581648,2.681653,2.720282,2.741052
History,WUP2009,JAM,Population,million,1.629025,1.7604,1.869031,2.012156,2.13239,2.297232,2.364909,2.461516,2.581648,2.681653,,2.741052
History,World Bank (WDI),JAM,Population,million,1.629025,1.7604,1.869031,2.012156,2.13239,2.297232,2.364909,2.461516,2.581648,2.681653,2.720282,2.741052
History,WPP2010,JOR,Population,million,0.895357,1.129219,1.66692,2.000538,2.298691,2.803422,3.415567,4.382005,4.827096,5.342002,5.848952,6.187227
History,WUP2009,JOR,Population,million,0.895357,1.129219,1.66692,2.000538,2.298691,2.803422,3.415567,4.382005,4.827096,5.342002,,6.187227
History,World Bank (WDI),JOR,Population,million,0.895357,1.129219,1.66692,2.000538,2.298691,2.803422,3.415567,4.382005,4.827096,5.342002,5.848952,6.187227
History,WPP2010,JPN,Population,million,92.500572,97.342773,103.710287,110.80809,115.914688,119.990547,122.251184,124.486744,125.72031,126.392944,126.54464,126.53592
History,WUP2009,JPN,Population,million,92.500572,97.342773,103.710287,110.80809,115.914688,119.990547,122.251184,124.486744,125.72031,126.392944,,126.53592
History,World Bank (WDI),JPN,Population,million,92.500572,97.342773,103.710287,110.80809,115.914688,119.990547,122.251184,124.486744,125.72031,126.392944,126.54464,126.53592
History,WPP2010,KAZ,Population,million,9.995997,11.909001,13.109992,14.136006,14.918991,15.780002,16.53,15.925853,14.956694,15.171805,15.655345,16.026367
History,WUP2009,KAZ,Population,million,9.995997,11.909001,13.109992,14.136006,14.918991,15.780002,16.53,15.925853,14.956694,15.171805,,16.026367
History,World Bank (WDI),KAZ,Population,million,9.995997,11.909001,13.109992,14.136006,14.918991,15.780002,16.53,15.925853,14.956694,15.171805,15.655345,16.026367
History,WPP2010,KEN,Population,million,8.105435,9.504635,11.252318,13.486116,16.267558,19.655192,23.447177,27.42572,31.253701,35.614576,38.455418,40.512682
History,WUP2009,KEN,Population,million,8.105435,9.504635,11.252318,13.486116,16.267558,19.655192,23.447177,27.42572,31.253701,35.614576,,40.512682
History,World Bank (WDI),KEN,Population,million,8.105435,9.504635,11.252318,13.486116,16.267558,19.655192,23.447177,27.42572,31.253701,35.614576,38.455418,40.512682
History,WPP2010,KGZ,Population,million,2.1725,2.573494,2.964499,3.299001,3.627499,4.013498,4.394502,4.592135,4.95485,5.042381,5.204104,5.334223
History,WUP2009,KGZ,Population,million,2.1725,2.573494,2.964499,3.299001,3.627499,4.013498,4.394502,4.592135,4.95485,5.042381,,5.334223
History,World Bank (WDI),KGZ,Population,million,2.1725,2.573494,2.964499,3.299001,3.627499,4.013498,4.394502,4.592135,4.95485,5.042381,5.204104,5.334223
History,WPP2010,KHM,Population,million,5.433306,6.141404,6.937996,7.0978,6.505693,7.919802,9.531928,11.169233,12.446949,13.357574,13.822644,14.138255
History,WUP2009,KHM,Population,million,5.433306,6.141404,6.937996,7.0978,6.505693,7.919802,9.531928,11.169233,12.446949,13.357574,,14.138255
History,World Bank (WDI),KHM,Population,million,5.433306,6.141404,6.937996,7.0978,6.505693,7.919802,9.531928,11.169233,12.446949,13.357574,13.822644,14.138255
History,WPP2010,KIR,Population,million,0.032975,0.037895,0.043891,0.048491,0.054742,0.06262,0.071835,0.077248,0.08401,0.091988,0.096532,0.099546
History,WUP2009,KIR,Population,million,0.032975,0.037895,0.043891,0.048491,0.054742,0.06262,0.071835,0.077248,0.08401,0.091988,,0.099546
History,World Bank (WDI),KIR,Population,million,0.032975,0.037895,0.043891,0.048491,0.054742,0.06262,0.071835,0.077248,0.08401,0.091988,0.096532,0.099546
History,WPP2010,KNA,Population,million,0.051201,0.049207,0.044887,0.044289,0.043174,0.042015,0.040731,0.043121,0.046083,0.049173,0.051102,0.052402
History,WUP2009,KNA,Population,million,0.051201,0.049207,0.044887,0.044289,0.043174,0.042015,0.040731,0.043121,0.046083,0.049173,,0.052402
History,World Bank (WDI),KNA,Population,million,0.051201,0.049207,0.044887,0.044289,0.043174,0.042015,0.040731,0.043121,0.046083,0.049173,0.051102,0.052402
History,WPP2010,KOR,Population,million,25.074152,28.39514,31.443029,34.721507,37.45953,40.509932,42.980365,44.662143,45.987624,47.044126,47.733951,48.183584
History,WUP2009,KOR,Population,million,25.074152,28.39514,31.443029,34.721507,37.45953,40.509932,42.980365,44.662143,45.987624,47.044126,,48.183584
History,World Bank (WDI),KOR,Population,million,25.074152,28.39514,31.443029,34.721507,37.45953,40.509932,42.980365,44.662143,45.987624,47.044126,47.733951,48.183584
History,WPP2010,KWT,Population,million,0.263718,0.484205,0.753142,1.053753,1.376963,1.742083,2.087687,1.627911,1.940786,2.264014,2.548351,2.736732
History,WUP2009,KWT,Population,million,0.263718,0.484205,0.753142,1.053753,1.376963,1.742083,2.087687,1.627911,1.940786,2.264014,,2.736732
History,World Bank (WDI),KWT,Population,million,0.263718,0.484205,0.753142,1.053753,1.376963,1.742083,2.087687,1.627911,1.940786,2.264014,2.548351,2.736732
History,WPP2010,LAO,Population,million,2.129968,2.39106,2.691207,3.041847,3.234555,3.647754,4.192414,4.795112,5.31706,5.753341,6.022001,6.200894
History,WUP2009,LAO,Population,million,2.129968,2.39106,2.691207,3.041847,3.234555,3.647754,4.192414,4.795112,5.31706,5.753341,,6.200894
History,World Bank (WDI),LAO,Population,million,2.129968,2.39106,2.691207,3.041847,3.234555,3.647754,4.192414,4.795112,5.31706,5.753341,6.022001,6.200894
History,WPP2010,LBN,Population,million,1.907573,2.203902,2.464286,2.765289,2.794638,2.885481,2.948372,3.462974,3.742329,4.05242,4.166915,4.227597
History,WUP2009,LBN,Population,million,1.907573,2.203902,2.464286,2.765289,2.794638,2.885481,2.948372,3.462974,3.742329,4.05242,,4.227597
History,World Bank (WDI),LBN,Population,million,1.907573,2.203902,2.464286,2.765289,2.794638,2.885481,2.948372,3.462974,3.742329,4.05242,4.166915,4.227597
History,WPP2010,LBR,Population,million,1.115736,1.261555,1.439677,1.657971,1.922536,2.211509,2.127098,2.094591,2.84729,3.182539,3.65846,3.994122
History,WUP2009,LBR,Population,million,1.115736,1.261555,1.439677,1.657971,1.922536,2.211509,2.127098,2.094591,2.84729,3.182539,,3.994122
History,World Bank (WDI),LBR,Population,million,1.115736,1.261555,1.439677,1.657971,1.922536,2.211509,2.127098,2.094591,2.84729,3.182539,3.65846,3.994122
History,WPP2010,LBY,Population,million,1.349004,1.622996,1.994,2.466,3.063,3.849801,4.334459,4.775009,5.231189,5.769709,6.14962,6.355112
History,WUP2009,LBY,Population,million,1.349004,1.622996,1.994,2.466,3.063,3.849801,4.334459,4.775009,5.231189,5.769709,,6.355112
History,World Bank (WDI),LBY,Population,million,1.349004,1.622996,1.994,2.466,3.063,3.849801,4.334459,4.775009,5.231189,5.769709,6.14962,6.355112
History,WPP2010,LCA,Population,million,0.090213,0.096738,0.104101,0.109038,0.117691,0.126116,0.138042,0.147067,0.157108,0.165275,0.170624,0.174267
History,WUP2009,LCA,Population,million,0.090213,0.096738,0.104101,0.109038,0.117691,0.126116,0.138042,0.147067,0.157108,0.165275,,0.174267
History,World Bank (WDI),LCA,Population,million,0.090213,0.096738,0.104101,0.109038,0.117691,0.126116,0.138042,0.147067,0.157108,0.165275,0.170624,0.174267
History,WPP2010,LIE,Population,million,0.016561,0.018717,0.021358,0.023288,0.025213,0.02714,0.028986,0.030941,0.032853,0.034696,0.035521,0.036032
History,WUP2009,LIE,Population,million,0.016561,0.018717,0.021358,0.023288,0.025213,0.02714,0.028986,0.030941,0.032853,0.034696,,0.036032
History,World Bank (WDI),LIE,Population,million,0.016561,0.018717,0.021358,0.023288,0.025213,0.02714,0.028986,0.030941,0.032853,0.034696,0.035521,0.036032
History,WPP2010,LKA,Population,million,10.020405,11.215216,12.554583,13.810647,15.082771,16.210466,17.337048,18.229498,18.745084,19.842536,20.473799,20.859949
History,WUP2009,LKA,Population,million,10.020405,11.215216,12.554583,13.810647,15.082771,16.210466,17.337048,18.229498,18.745084,19.842536,,20.859949
History,World Bank (WDI),LKA,Population,million,10.020405,11.215216,12.554583,13.810647,15.082771,16.210466,17.337048,18.229498,18.745084,19.842536,20.473799,20.859949
History,WPP2010,LSO,Population,million,0.851594,0.933664,1.033044,1.149797,1.309981,1.487079,1.639177,1.794531,1.963878,2.065752,2.127412,2.171318
History,WUP2009,LSO,Population,million,0.851594,0.933664,1.033044,1.149797,1.309981,1.487079,1.639177,1.794531,1.963878,2.065752,,2.171318
History,World Bank (WDI),LSO,Population,million,0.851594,0.933664,1.033044,1.149797,1.309981,1.487079,1.639177,1.794531,1.963878,2.065752,2.127412,2.171318
History,WPP2010,LTU,Population,million,2.769849,2.966462,3.137113,3.298964,3.430089,3.561668,3.69589,3.629104,3.500028,3.415748,3.359799,3.323611
History,WUP2009,LTU,Population,million,2.769849,2.966462,3.137113,3.298964,3.430089,3.561668,3.69589,3.629104,3.500028,3.415748,,3.323611
History,World Bank (WDI),LTU,Population,million,2.769849,2.966462,3.137113,3.298964,3.430089,3.561668,3.69589,3.629104,3.500028,3.415748,3.359799,3.323611
History,WPP2010,LUX,Population,million,0.314002,0.331505,0.339184,0.358956,0.364158,0.366716,0.381225,0.407522,0.435491,0.457197,0.486781,0.507448
History,WUP2009,LUX,Population,million,0.314002,0.331505,0.339184,0.358956,0.364158,0.366716,0.381225,0.407522,0.435491,0.457197,,0.507448
